Gene ID,Gene Name,Cluster 1 Mean UMI Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean UMI Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000137393,RNF144B,0.0080141805680542539,-5.4385314008607413,1.6900397580286444e-45,0.36355500383719158,5.4385314008607413,1.741775668988705e-45
ENSG00000172197,MBOAT1,0.0091590635063477192,-2.6918644055022414,1.4843650451717205e-09,0.061020716191754774,2.6918644055022414,1.4843650451717205e-09
ENSG00000112242,E2F3,0.02366091405806494,-1.5548378845805528,7.468273263006969e-05,0.070013242788434432,1.5548378845805528,7.468273263006969e-05
ENSG00000145996,CDKAL1,0.057625774560771066,1.0377378002504791,0.016858392242255844,0.027619903118373215,-1.0377378002504791,0.016858392242255871
ENSG00000124766,SOX4,0.03587299873319523,-2.5028305811122245,8.5144806395434292e-13,0.20490114173862919,2.5028305811122245,8.5144806395434292e-13
ENSG00000272168,CASC15,0.0,-2.3357205952769657,0.28191025024096295,0.0012846466566685216,2.3357205952769657,0.28191025024096295
ENSG00000172179,PRL,0.0,-1.7507580945558097,0.54699657536524515,0.0006423233283342608,1.7507580945558097,0.54699657536524515
ENSG00000146038,DCDC2,0.00038162764609782162,0.24924190544419034,1.0,0.0,-0.24924190544419034,1.0
ENSG00000124532,MRS2,0.074035763342977387,0.24186237507859287,0.66815850589311354,0.0623053628484233,-0.24186237507859287,0.66815850589311354
ENSG00000112293,GPLD1,0.00038162764609782162,0.24924190544419034,1.0,0.0,-0.24924190544419034,1.0
ENSG00000112294,ALDH5A1,0.017936499366597615,2.8342044061653455,9.3971620421331957e-05,0.0019269699850027824,-2.8342044061653455,9.3971620421331808e-05
ENSG00000137261,KIAA0319,0.00038162764609782162,0.24924190544419034,1.0,0.0,-0.24924190544419034,1.0
ENSG00000111802,TDP2,0.11334341089105301,0.82455423613162715,0.03390150185841017,0.063590009505091818,-0.82455423613162715,0.03390150185841017
ENSG00000112304,ACOT13,0.030530211687825728,0.41916690688650249,0.49588812807846122,0.022481316491699127,-0.41916690688650249,0.49588812807846122
ENSG00000272345,RP1-30M3.5,0.00038162764609782162,-2.3357205952769657,0.13093364612325864,0.0032116166416713038,2.3357205952769657,0.13093364612325864
ENSG00000112308,C6orf62,0.090064124479085905,-1.3777146839415932,1.3089222723284517e-05,0.2344480148420052,1.3777146839415932,1.3089222723284517e-05
ENSG00000224164,RP3-369A17.4,0.0,-1.7507580945558097,0.54699657536524515,0.0006423233283342608,1.7507580945558097,0.54699657536524515
ENSG00000112312,GMNN,0.019844637597086722,0.65523426512002736,0.33461697832636861,0.012204143238350954,-0.65523426512002736,0.33461697832636861
ENSG00000260286,C6orf229,0.00038162764609782162,-0.75075809455580966,1.0,0.0006423233283342608,0.75075809455580966,1.0
ENSG00000111913,FAM65B,0.68120534828461154,0.54594671664581873,0.13389726001979549,0.46632673637067334,-0.54594671664581873,0.13389726001979549
ENSG00000272053,RP11-367G6.3,0.035491371087097406,-1.8327938634218213,7.659112775398736e-05,0.12718001901018364,1.8327938634218213,7.659112775398736e-05
ENSG00000235733,RP3-522P13.3,0.0,-1.7507580945558097,0.54699657536524515,0.0006423233283342608,1.7507580945558097,0.54699657536524515
ENSG00000079691,LRRC16A,0.0091590635063477192,1.8930980952189147,0.035100123695582415,0.0019269699850027824,-1.8930980952189147,0.035100123695582415
ENSG00000124564,SLC17A3,0.00076325529219564323,-0.16579559383465359,1.0,0.0006423233283342608,0.16579559383465359,1.0
ENSG00000112343,TRIM38,0.090445752125183715,-0.9220295217056389,0.0079197365485854619,0.17150032866524764,0.9220295217056389,0.0079197365485854619
ENSG00000272558,U91328.21,0.00076325529219564323,-1.4877236887220153,0.38636628856141214,0.0025692933133370432,1.4877236887220153,0.38636628856141214
ENSG00000272462,U91328.19,0.0061060423375651459,0.014776651807167696,1.0,0.0057809099550083475,-0.014776651807167696,1.0
ENSG00000124610,HIST1H1A,0.0041979041070760378,1.8342044061653455,0.12146028584271586,0.0006423233283342608,-1.8342044061653455,0.12146028584271586
ENSG00000275714,HIST1H3A,0.02404254170416276,2.4418869833865866,0.00015354041318749431,0.0038539399700055648,-2.4418869833865866,0.00015354041318749431
ENSG00000278637,HIST1H4A,0.001908138230489108,0.83420440616534641,0.63536687875244535,0.0006423233283342608,-0.83420440616534641,0.63536687875244546
ENSG00000278705,HIST1H4B,0.0011448829382934649,0.24924190544419034,1.0,0.0006423233283342608,-0.24924190544419034,1.0
ENSG00000274267,HIST1H3B,0.0026713935226847512,-0.55811301661341339,0.79967292051277006,0.0038539399700055648,0.55811301661341339,0.79967292051277006
ENSG00000278463,HIST1H2AB,0.0061060423375651459,3.3367047466945294,0.0074697577472237695,0.0,-3.3367047466945294,0.0074697577472237695
ENSG00000276410,HIST1H2BB,0.0026713935226847512,2.2492419054441903,0.17701417267034347,0.0,-2.2492419054441903,0.17701417267034347
ENSG00000278272,HIST1H3C,0.0015265105843912865,0.57117000033155207,0.81920567789879195,0.0006423233283342608,-0.57117000033155207,0.81920567789879217
ENSG00000187837,HIST1H1C,0.14043897376399836,0.63716755910579259,0.14813457444004635,0.089925265966796508,-0.63716755910579259,0.14813457444004635
ENSG00000010704,HFE,0.00038162764609782162,-3.6576486901643275,0.00016533395760172118,0.0089925265966796508,3.6576486901643275,0.00016533395760172118
ENSG00000197061,HIST1H4C,0.38429903962050638,1.9136388736597514,1.0315100631059031e-08,0.10148708587681321,-1.9136388736597514,1.0315100631059031e-08
ENSG00000180596,HIST1H2BC,0.026332307580749691,-0.77122219711552553,0.1279154595600181,0.044962632983398254,0.77122219711552553,0.1279154595600181
ENSG00000180573,HIST1H2AC,0.13089828261155281,-2.9520272243265033,1.0756002230235764e-11,1.0155131820964662,2.9520272243265033,1.0756002230235764e-11
ENSG00000168298,HIST1H1E,0.61442051021749278,1.768556363929833,2.6943285553240645e-07,0.17985053193359302,-1.768556363929833,2.6943285553240645e-07
ENSG00000158373,HIST1H2BD,0.001908138230489108,0.24924190544419034,1.0,0.0012846466566685216,-0.24924190544419034,1.0
ENSG00000283064,RP1-221C16.8,0.0034346488148803943,0.24924190544419034,0.93539500343950921,0.0025692933133370432,-0.24924190544419034,0.93539500343950921
ENSG00000274290,HIST1H2BE,0.0026713935226847512,-0.072686189443171401,1.0,0.0025692933133370432,0.072686189443171401,1.0
